,streams_ix_x,album_artist,os,p_os,streams_ix_y,access,p_access,streams_ix,country,p_country,p_avg
6052,1633,Clint Middleton,iOS,7.266126228826908e-31,1633,premium,2.004649015707135e-39,1633,43,3.294923277119689e-05,1.0983077590398963e-05
3569,2287,Elodia Arnold,Windows,3.2993e-05,2287,basic-desktop,2.1470341396913437e-24,2287,21,0.0,1.0997666666666666e-05
531,1368,Tessie Hankins,Windows,0.0,1368,free,1.4033709995336748e-54,1368,54,3.301122146257158e-05,1.100374048752386e-05
10490,2074,Estella Granger,iOS,3.3185946526704104e-05,2074,premium,1.6310080600751506e-13,2074,19,7.272573902727637e-15,1.1061982232359162e-05
10485,2074,Estella Granger,iOS,3.3185946526704104e-05,2074,premium,1.6310080600751506e-13,2074,40,1.2139603367594925e-09,1.1062386883380558e-05
8133,588,Adah Sanders,Android,3.33582153354367e-05,588,premium,2.4581324280080974e-150,588,44,0.0,1.1119405111812233e-05
3170,2209,Shera Lacey,Mac,2.4959333850912697e-05,2209,premium,7.94696971216343e-15,2209,9,8.505993895242917e-06,1.1155109251367528e-05
2683,56,Dorathy Looney,Android,3.35326077617644e-05,56,premium,6.607182994015085e-15,56,21,0.0,1.1177535922790527e-05
3065,2243,Kathern Kidd,Android,1.95182863071157e-15,2243,free,3.5989290114020636e-07,2243,57,3.34610679377609e-05,1.1273653613617647e-05
3062,2243,Kathern Kidd,Windows,5.7588007305668e-08,2243,free,3.5989290114020636e-07,2243,57,3.34610679377609e-05,1.129284961540226e-05
10488,2074,Estella Granger,iOS,3.3185946526704104e-05,2074,premium,1.6310080600751506e-13,2074,50,7.114876081273581e-07,1.1299144765977424e-05
6673,719,Nia Maxwell,Android,2.97590605567736e-45,719,free,1.5611415712888792e-59,719,26,3.392329658358825e-05,1.130776552786275e-05
510,1368,Tessie Hankins,Windows,0.0,1368,basic-desktop,1.038499741161314e-06,1368,54,3.301122146257158e-05,1.1349907067910965e-05
6967,993,Amy Cooke,Android,4.16283101940022e-29,993,free,9.629054701689123e-12,993,7,3.492449467291336e-05,1.1641501433989355e-05
8687,904,Dann Rivers,other,0.0,904,premium,5.854226920221676e-203,904,30,3.5031628849137345e-05,1.1677209616379115e-05
8700,904,Dann Rivers,Browser,2.5804102276397495e-53,904,premium,5.854226920221676e-203,904,30,3.5031628849137345e-05,1.1677209616379115e-05
6475,1426,Alethia Milton,other,3.0205813539889887e-284,1426,premium,5.599835973e-315,1426,13,3.5049937545218485e-05,1.1683312515072829e-05
6445,1426,Alethia Milton,Android,4.3751232233198787e-75,1426,premium,5.599835973e-315,1426,13,3.5049937545218485e-05,1.1683312515072829e-05
7639,369,Lanelle Mcdonald,iOS,9.5613812096765e-39,369,premium,3.814932996085131e-177,369,31,3.511493415166997e-05,1.1704978050556656e-05
7617,369,Lanelle Mcdonald,other,1.89337482901071e-37,369,premium,3.814932996085131e-177,369,31,3.511493415166997e-05,1.1704978050556656e-05
7595,369,Lanelle Mcdonald,Android,1.39586155234956e-09,369,premium,3.814932996085131e-177,369,31,3.511493415166997e-05,1.1705443337740772e-05
8106,1988,Thanh Francis,iOS,4.30497561867649e-07,1988,free,1.079051374401531e-10,1988,10,3.5042933463407646e-05,1.1824512976804244e-05
8177,70,Stormy Bautista,iOS,1.3115049621051697e-105,70,free,0.0,70,8,3.552062239117591e-05,1.1840207463725304e-05
3160,2209,Shera Lacey,Mac,2.4959333850912697e-05,2209,premium,7.94696971216343e-15,2209,15,1.0798817839649714e-05,1.1919383899503126e-05
3572,2263,Delana Camp,Windows,3.5929816325556896e-05,2263,premium,2.2368495632927802e-126,2263,52,0.0,1.19766054418523e-05
8900,1623,Lakeesha Newcomb,other,0.0,1623,premium,0.0,1623,10,3.5982156820083255e-05,1.1994052273361084e-05
9009,2302,Cliff Creech,iOS,7.492451481510827e-183,2302,premium,0.0,2302,58,3.6006303410515164e-05,1.2002101136838389e-05
8990,2302,Cliff Creech,other,0.0,2302,premium,0.0,2302,58,3.6006303410515164e-05,1.2002101136838389e-05
7145,1598,Trinh Meredith,Android,1.38790393852964e-20,1598,premium,9.986552244261187e-09,1598,4,3.616290050776167e-05,1.2057629020001982e-05
886,1626,Jarrod Mcmanus,Windows,1.9093510416297993e-92,1626,premium,4.323917951413496e-30,1626,28,3.630018331008656e-05,1.2100061103362187e-05
4229,2208,David Hoyt,Mac,1.3279398673205302e-43,2208,premium,3.0944514453206316e-12,2208,15,3.6320554369170725e-05,1.2106852487874057e-05
8114,2174,Elda Swift,Android,1.93245528548725e-05,2174,free,1.753038049521374e-13,2174,22,1.7000859894555192e-05,1.21084709749105e-05
9418,627,Leigha Jarrell,other,3.1401090824584604e-15,627,premium,1.452849615911726e-60,627,53,3.6419952394043226e-05,1.2139984132394445e-05
9423,627,Leigha Jarrell,iOS,9.801516155447892e-13,627,premium,1.452849615911726e-60,627,53,3.6419952394043226e-05,1.2139984458064947e-05
6123,59,Samantha Rubio,Android,0.0,59,free,2.1515628038516537e-07,59,18,3.622263871329129e-05,1.214593166455882e-05
10957,1084,Otto Goldsmith,Browser,0.0,1084,free,0.0,1084,14,3.6442451123564334e-05,1.2147483707854779e-05
10624,1599,Syble Shuler,Browser,0.0,1599,free,0.0,1599,4,3.6465295886395033e-05,1.2155098628798345e-05
797,118,Cherlyn Garland,Windows,5.299866013419028e-179,118,premium,2.9767503787254664e-44,118,43,3.6916784898268705e-05,1.2305594966089569e-05
803,118,Cherlyn Garland,Android,6.3749136565208595e-19,118,premium,2.9767503787254664e-44,118,43,3.6916784898268705e-05,1.230559496608978e-05
9393,808,Breanne Blackwell,iOS,1.4101649636299696e-25,808,free,5.861400812658302e-122,808,41,3.698263942614132e-05,1.2327546475380441e-05
9389,808,Breanne Blackwell,other,3.7031374902541295e-20,808,free,5.861400812658302e-122,808,41,3.698263942614132e-05,1.2327546475380451e-05
3977,1083,Edward Carmona,other,2.6673036057426294e-67,1083,premium,2.755030672259837e-36,1083,2,3.7114047581141356e-05,1.2371349193713786e-05
3965,1083,Edward Carmona,Mac,1.52163619671874e-34,1083,premium,2.755030672259837e-36,1083,2,3.7114047581141356e-05,1.2371349193713786e-05
9189,1473,Sharla Foley,other,6.359045168347348e-120,1473,premium,7.460299187266485e-59,1473,3,3.715562381945621e-05,1.2385207939818736e-05
5055,1341,Yvette Kane,Mac,2.854450158383739e-143,1341,free,1.1178277065452168e-43,1341,43,3.759255721393922e-05,1.2530852404646405e-05
3846,939,Clark Akins,iOS,7.43008403266517e-10,939,premium,4.401137968619943e-18,939,3,3.778396290822135e-05,1.2594901972209673e-05
10566,598,Judie Friedman,Browser,0.0,598,free,0.0,598,32,3.780790487916032e-05,1.2602634959720108e-05
10753,782,Hana Crouch,Browser,0.0,782,free,0.0,782,32,3.8010409747577885e-05,1.2670136582525962e-05
10997,1571,Lorrie Shipley,Browser,0.0,1571,free,0.0,1571,32,3.8010409747577885e-05,1.2670136582525962e-05
3413,67,Dora Mcnally,Android,6.475212269087231e-09,67,premium,4.38289778249028e-11,67,52,3.835287885878154e-05,1.278646596667615e-05
5411,1696,Stella Washburn,Android,3.9522412487793094e-113,1696,premium,1.4483145572654109e-246,1696,31,3.849328475268655e-05,1.2831094917562184e-05
5406,1696,Stella Washburn,Mac,1.00996230560637e-18,1696,premium,1.4483145572654109e-246,1696,31,3.849328475268655e-05,1.283109491756252e-05
10802,419,Carson Mayer,Browser,0.0,419,free,0.0,419,32,3.850773427943508e-05,1.283591142647836e-05
3405,67,Dora Mcnally,Mac,2.2517384066896802e-07,67,premium,4.38289778249028e-11,67,52,3.835287885878154e-05,1.2859365509476112e-05
3198,429,Jenny Rowe,Windows,2.7107788407024e-07,429,free,3.836824395955311e-05,429,10,2.9003875562603834e-27,1.2879773947874448e-05
3196,429,Jenny Rowe,Windows,2.7107788407024e-07,429,free,3.836824395955311e-05,429,40,2.011739869994704e-25,1.2879773947874448e-05
3197,429,Jenny Rowe,Windows,2.7107788407024e-07,429,free,3.836824395955311e-05,429,20,1.2078195567086915e-45,1.2879773947874448e-05
9653,1647,Dayna Poe,iOS,3.89487054893838e-05,1647,free,3.924498377927531e-12,1647,3,2.5628612934747898e-22,1.2982903137960726e-05
9654,1647,Dayna Poe,iOS,3.89487054893838e-05,1647,free,3.924498377927531e-12,1647,59,1.172660722850938e-08,1.2986812007036896e-05
2958,348,Sherron Fletcher,Android,3.9077620787135996e-05,348,premium,6.938133767967667e-14,348,52,6.954724603035573e-188,1.3025873618839111e-05
3582,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,3,8.309300722634248e-204,1.3078154890131853e-05
3591,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,23,7.456248527039802e-27,1.3078154890131853e-05
3589,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,30,3.318066496047804e-34,1.3078154890131853e-05
3583,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,33,2.407893859469439e-35,1.3078154890131853e-05
3575,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,32,2.9532704899510165e-41,1.3078154890131853e-05
3576,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,45,3.62416922964219e-108,1.3078154890131853e-05
3581,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,6,8.288486416943343e-31,1.3078154890131853e-05
3588,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,8,1.322050784537707e-11,1.30781592969678e-05
7930,919,Kaitlin Mcdaniel,Browser,3.95298751466737e-05,919,premium,9.667497331306582e-14,919,59,4.9287503690439295e-27,1.3176625081116226e-05
7929,919,Kaitlin Mcdaniel,Browser,3.95298751466737e-05,919,premium,9.667497331306582e-14,919,3,2.726306900840218e-13,1.3176625171993123e-05
7928,919,Kaitlin Mcdaniel,Browser,3.95298751466737e-05,919,premium,9.667497331306582e-14,919,48,8.442068065624252e-10,1.3176906483385081e-05
11003,1571,Lorrie Shipley,Browser,0.0,1571,free,0.0,1571,14,3.99725405452392e-05,1.33241801817464e-05
8852,1421,Concha Mckinley,other,0.0,1421,premium,0.0,1421,50,4.024755239716498e-05,1.3415850799054993e-05
6018,2038,Jenny Munson,iOS,4.05912006941093e-05,2038,premium,6.360145358173467e-39,2038,52,5.950485398151935e-143,1.3530400231369767e-05
5783,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,59,3.292878351459876e-22,1.3531943553025366e-05
5784,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,43,1.4860664544815727e-42,1.3531943553025366e-05
5775,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,15,1.382912656694053e-41,1.3531943553025366e-05
5780,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,3,4.9504771146308464e-12,1.3531945203184403e-05
5781,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,22,1.3511541916457895e-10,1.353198859149842e-05
3397,67,Dora Mcnally,Windows,2.25677105872818e-06,67,premium,4.38289778249028e-11,67,52,3.835287885878154e-05,1.3536564582162516e-05
5439,1251,Zula Daly,Mac,3.2075465968858198e-15,1251,premium,2.9480999022816265e-24,1251,15,4.066445780701286e-05,1.3554819270073468e-05
5782,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,57,9.774300041308193e-08,1.356452455316306e-05
3626,2121,Kathie Baker,Windows,4.07025354951695e-05,2121,premium,1.3843166393110168e-34,2121,52,1.287438979947719e-176,1.3567511831723166e-05
5444,1251,Zula Daly,iOS,3.55661555224861e-07,1251,premium,2.9480999022816265e-24,1251,15,4.066445780701286e-05,1.3673373120745907e-05
5786,633,Mariah Solomon,Mac,4.0595830659076096e-05,633,premium,8.913321390834887e-51,633,9,7.609894005097333e-07,1.378560668652861e-05
7461,1939,Wen Acosta,Android,8.54793502859106e-12,1939,free,4.1411867160488815e-05,1939,48,3.208339738846057e-42,1.3803958569474615e-05
7462,1939,Wen Acosta,Android,8.54793502859106e-12,1939,free,4.1411867160488815e-05,1939,29,3.8396639293532414e-09,1.3805238457451067e-05
750,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,59,3.8916411407103824e-248,1.3895299275883433e-05
744,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,49,6.973946638684641e-76,1.3895299275883433e-05
742,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,28,3.0385470444228425e-35,1.3895299275883433e-05
755,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,23,5.860001375160072e-42,1.3895299275883433e-05
751,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,50,8.71257638589721e-21,1.3895299275883435e-05
752,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,43,4.3245760847879185e-14,1.3895299290298687e-05
738,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,23,5.860001375160072e-42,1.3895299454899713e-05
725,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,28,3.0385470444228425e-35,1.3895299454899713e-05
727,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,49,6.973946638684641e-76,1.3895299454899713e-05
733,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,59,3.8916411407103824e-248,1.3895299454899713e-05
734,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,50,8.71257638589721e-21,1.3895299454899715e-05
735,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,43,4.3245760847879185e-14,1.3895299469314967e-05
746,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,3,1.5547780737254129e-12,1.3895299794142792e-05
729,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,3,1.5547780737254129e-12,1.3895299973159071e-05
748,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,14,1.2153471586799026e-08,1.3899350433079031e-05
731,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,14,1.2153471586799026e-08,1.3899350612095311e-05
9241,478,Oliver Archer,other,2.3528256719264497e-60,478,premium,1.7591896034708955e-35,478,59,4.189799833274797e-05,1.3965999444249323e-05
747,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,33,2.2185633219841838e-07,1.3969251386616238e-05
730,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,33,2.2185633219841838e-07,1.3969251565632518e-05
753,899,Danilo Lopez,Android,4.16858978276503e-05,899,premium,2.51635054544983e-157,899,19,6.322471538938244e-07,1.4106048327181373e-05
736,899,Danilo Lopez,Android,4.16858978276503e-05,899,basic-desktop,5.370488380141003e-13,899,19,6.322471538938244e-07,1.4106048506197653e-05
8138,455,Louvenia Rangel,Android,4.2478612356699604e-05,455,premium,7.129907231867635e-09,455,52,1.0011686433078295e-53,1.4161914087977156e-05
7689,2149,Idell Wray,Android,8.73216937246694e-09,2149,free,3.251625338601117e-06,2149,40,3.9321027101608194e-05,1.4193794869860592e-05
10466,569,Nikita Witherspoon,iOS,1.0997519235407302e-06,569,free,4.1514806322590784e-05,569,59,3.717431459067929e-21,1.4204852748710507e-05
10468,569,Nikita Witherspoon,iOS,1.0997519235407302e-06,569,free,4.1514806322590784e-05,569,23,1.5211243691570733e-17,1.4204852748715575e-05
8977,346,Tamisha Galloway,other,0.0,346,premium,0.0,346,14,4.271415604831112e-05,1.4238052016103706e-05
5800,1149,Tangela Whitehead,Mac,4.31384759529689e-05,1149,premium,4.034569565018768e-43,1149,59,3.7379500584652066e-269,1.4379491984322965e-05
3587,918,Ahmad Hess,Windows,3.9063e-05,918,basic-desktop,1.7146467039555126e-07,918,10,4.016975070069866e-06,1.441714658015514e-05
3635,630,Carl Parks,Windows,4.33507347205553e-05,630,free,5.283392202595237e-32,630,50,4.103591354198063e-38,1.4450244906851767e-05
3637,630,Carl Parks,Windows,4.33507347205553e-05,630,free,5.283392202595237e-32,630,7,1.690016704124496e-151,1.4450244906851767e-05
3634,630,Carl Parks,Windows,4.33507347205553e-05,630,free,5.283392202595237e-32,630,4,1.9385495446511187e-18,1.4450244906852413e-05
3631,630,Carl Parks,Windows,4.33507347205553e-05,630,free,5.283392202595237e-32,630,32,2.0667115487152062e-12,1.4450245595755617e-05
3636,630,Carl Parks,Windows,4.33507347205553e-05,630,free,5.283392202595237e-32,630,8,5.462001896883419e-08,1.4468451579841378e-05
3627,1071,Loni Angel,Windows,4.3328197972782396e-05,1071,free,1.0056498738644493e-07,1071,15,1.6605683452026803e-13,1.4476254375408558e-05
6370,1595,Vertie Buchanan,Android,1.4285184940065797e-91,1595,free,1.2912209489281077e-34,1595,47,4.364678891894475e-05,1.454892963964825e-05
4322,1111,Izola Knowles,Android,1.9256226601198598e-10,1111,free,4.3685928111799104e-05,1111,7,9.0025146806636e-16,1.4562040224988456e-05
4321,1111,Izola Knowles,Android,1.9256226601198598e-10,1111,free,4.3685928111799104e-05,1111,41,6.3332594459788636e-15,1.4562040226799458e-05
4320,1111,Izola Knowles,Android,1.9256226601198598e-10,1111,free,4.3685928111799104e-05,1111,59,1.3158416347502801e-10,1.4562084086076197e-05
3653,1013,Jeffery Campos,Windows,4.37524110239637e-05,1013,premium,8.036302087994321e-93,1013,44,2.0051517075930506e-167,1.4584137007987901e-05
3652,1013,Jeffery Campos,Windows,4.37524110239637e-05,1013,premium,8.036302087994321e-93,1013,52,6.355346782267218e-294,1.4584137007987901e-05
8139,2085,Carlene Hamby,Android,4.3755392449275704e-05,2085,premium,8.431854432881719e-40,2085,3,2.2388187551194196e-240,1.4585130816425235e-05
8140,2085,Carlene Hamby,Android,4.3755392449275704e-05,2085,premium,8.431854432881719e-40,2085,59,4.5459591936696815e-59,1.4585130816425235e-05
8141,2085,Carlene Hamby,Android,4.3755392449275704e-05,2085,premium,8.431854432881719e-40,2085,8,1.1899603504027473e-29,1.4585130816425235e-05
895,1626,Jarrod Mcmanus,Android,7.47523054525578e-06,1626,premium,4.323917951413496e-30,1626,28,3.630018331008656e-05,1.4591804618447446e-05
3043,2128,Woodrow Mcelroy,other,2.2936857068987902e-45,2128,premium,3.695227520428839e-15,2128,33,4.3783983479184705e-05,1.4594661160959976e-05
10484,2074,Estella Granger,iOS,3.3185946526704104e-05,2074,premium,1.6310080600751506e-13,2074,32,1.0604197273594487e-05,1.4596714654466466e-05
7401,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,33,1.4690329050939058e-24,1.4598968557919168e-05
7399,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,29,5.96098751075436e-31,1.4598968557919168e-05
7402,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,41,6.361790489204879e-14,1.4598968579125138e-05
7397,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,58,4.2074891453520495e-11,1.4598982582882988e-05
7398,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,48,6.184910498843968e-10,1.4599174721602463e-05
3022,2128,Woodrow Mcelroy,Windows,2.17935699909567e-08,2128,premium,3.695227520428839e-15,2128,33,4.3783983479184705e-05,1.4601925684290298e-05
7404,49,Naoma Douglas,Android,1.02585306576702e-12,49,free,4.379690464790444e-05,49,53,1.3753490242257175e-08,1.4603553054666587e-05
3628,1071,Loni Angel,Windows,4.3328197972782396e-05,1071,free,1.0056498738644493e-07,1071,52,1.2126215793731998e-06,1.488046151318068e-05
7055,1802,Hector Mann,Android,1.63680097710612e-25,1802,premium,3.637300507887049e-32,1802,59,4.482247798702041e-05,1.4940825995673471e-05
7059,1802,Hector Mann,other,2.5061113531149298e-18,1802,premium,3.637300507887049e-32,1802,59,4.482247798702041e-05,1.4940825995674307e-05
5601,1976,Matilda Capps,iOS,8.21956685740148e-17,1976,premium,7.448191548074919e-12,1976,8,4.488322367818596e-05,1.4961077042153235e-05
5598,1976,Matilda Capps,Mac,7.15077322830646e-09,1976,premium,7.448191548074919e-12,1976,8,4.488322367818596e-05,1.4963460633201938e-05
11012,1729,Suzette Pace,Browser,0.0,1729,free,0.0,1729,32,4.508930160834651e-05,1.5029767202782169e-05
7707,1391,Buster Knox,other,4.5169537949894605e-05,1391,premium,1.1623907649620013e-88,1391,44,0.0,1.5056512649964869e-05
10154,1871,Bree Valencia,iOS,4.567391201245349e-37,1871,premium,4.356225678872028e-12,1871,10,4.573940557196097e-05,1.5246469976062215e-05
221,341,Malcolm Crook,iOS,0.0,341,free,1.182045075606909e-92,341,46,4.602229127504443e-05,1.5340763758348143e-05
182,341,Malcolm Crook,Windows,0.0,341,free,1.182045075606909e-92,341,46,4.602229127504443e-05,1.5340763758348143e-05
9071,500,Cecily Brantley,other,7.457366580757276e-253,500,premium,1.0213950997363346e-35,500,46,4.602229127504443e-05,1.5340763758348143e-05
6017,2038,Jenny Munson,other,4.60684541546618e-05,2038,premium,6.360145358173467e-39,2038,52,5.950485398151935e-143,1.5356151384887268e-05
8557,1858,Willa Dodge,iOS,1.74751458310515e-16,1858,premium,2.116722082246867e-34,1858,23,4.607599390039192e-05,1.5358664633522224e-05
3656,1948,Star Donahue,Windows,4.6364434646539895e-05,1948,premium,2.341961831588389e-29,1948,59,0.0,1.5454811548846633e-05
10929,997,Ashleigh Mccain,Browser,0.0,997,free,0.0,997,50,4.649935385876072e-05,1.5499784619586904e-05
3178,2209,Shera Lacey,other,5.238971139054339e-64,2209,premium,7.94696971216343e-15,2209,50,4.654662433437047e-05,1.5515541447439147e-05
7005,328,Reynalda Holman,Android,2.82908654240271e-27,328,premium,2.6060071284469e-15,328,43,4.656007963752042e-05,1.552002654670881e-05
7021,328,Reynalda Holman,iOS,3.81766197518194e-80,328,premium,2.6060071284469e-15,328,43,4.656007963752042e-05,1.552002654670881e-05
3154,2209,Shera Lacey,Windows,1.31823316871738e-07,2209,premium,7.94696971216343e-15,2209,50,4.654662433437047e-05,1.5559482553063058e-05
3677,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,43,7.293821312456343e-47,1.5602565626294297e-05
3675,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,57,0.0,1.5602565626294297e-05
3676,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,20,8.707149360468268e-16,1.5602565626584538e-05
3674,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,22,9.306170876219372e-16,1.5602565626604504e-05
3669,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,32,3.2205400785970687e-14,1.560256563702943e-05
3664,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,57,0.0,1.560267339198991e-05
3666,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,43,7.293821312456343e-47,1.560267339198991e-05
3665,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,20,8.707149360468268e-16,1.560267339228015e-05
3663,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,22,9.306170876219372e-16,1.5602673392300116e-05
3658,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,32,3.2205400785970687e-14,1.5602673402725042e-05
4909,1178,Deane Kyle,Android,4.68222081941512e-05,1178,free,1.309759992109603e-08,1178,48,1.0221868450539451e-12,1.5611768938753047e-05
1241,1356,Dannielle Gates,Windows,1.6394480704760595e-57,1356,basic-desktop,1.0161913645196549e-10,1356,10,4.68457327046046e-05,1.5615278107913684e-05
3670,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,15,5.610129369153074e-08,1.562126605752481e-05
3659,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,15,5.610129369153074e-08,1.562137382322042e-05
3671,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,24,2.0237724732661893e-07,1.5670024708736505e-05
3660,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,24,2.0237724732661893e-07,1.5670132474432117e-05
3673,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,premium,1.2619016453452206e-23,1961,4,3.692394552216285e-07,1.572564544470151e-05
3662,1961,Yvonne Pelletier,Windows,4.6807696878882895e-05,1961,basic-desktop,3.232970868326215e-10,1961,4,3.692394552216285e-07,1.5725753210397122e-05
4312,1650,Johnnie Torres,iOS,4.72635619302773e-05,1650,premium,9.725783918832783e-17,1650,52,2.4168987623115835e-209,1.5754520643458185e-05
6505,1426,Alethia Milton,iOS,1.25098742416254e-05,1426,premium,5.599835973e-315,1426,13,3.5049937545218485e-05,1.585327059561463e-05
10287,1910,Myrtie Salazar,iOS,4.9987463477691294e-21,1910,premium,2.677980026888035e-12,1910,23,4.756907878508456e-05,1.5856360487688198e-05
9494,2030,Kenda Sample,iOS,5.783950035164338e-100,2030,premium,3.841726186739128e-35,2030,33,4.779342675392611e-05,1.5931142251308704e-05
9486,2030,Kenda Sample,other,1.6365623250692e-10,2030,premium,3.841726186739128e-35,2030,33,4.779342675392611e-05,1.5931196803386207e-05
4910,1178,Deane Kyle,Android,4.68222081941512e-05,1178,free,1.309759992109603e-08,1178,40,9.81724984401555e-07,1.5939010259491283e-05
1252,1356,Dannielle Gates,Windows,1.6394480704760595e-57,1356,free,1.0023202325021263e-06,1356,10,4.68457327046046e-05,1.5949350979035575e-05
1474,1654,Delmar Bentley,Android,3.2760706029647293e-46,1654,premium,7.34393607158737e-22,1654,3,4.8060622487221224e-05,1.6020207495740407e-05
1469,1654,Delmar Bentley,Windows,1.0160944063865399e-39,1654,premium,7.34393607158737e-22,1654,3,4.8060622487221224e-05,1.6020207495740407e-05
6525,137,Leota Odonnell,Android,1.7686290650213097e-74,137,free,3.071018554774786e-61,137,11,4.826978952854854e-05,1.6089929842849512e-05
7187,998,Toby Mason,iOS,4.864e-05,998,premium,1.5342886808564582e-88,998,52,0.0,1.6213333333333333e-05
11065,2142,Myriam Glover,Browser,0.0,2142,free,0.0,2142,14,4.8740261320499796e-05,1.6246753773499933e-05
10911,362,Bibi Galindo,Browser,0.0,362,free,0.0,362,22,4.9158952085287155e-05,1.6386317361762384e-05
5090,111,Raleigh Meredith,Mac,6.805548547171918e-80,111,premium,6.151348382449316e-52,111,19,4.9295336519315365e-05,1.643177883977179e-05
5102,111,Raleigh Meredith,iOS,1.2456170943767694e-185,111,premium,6.151348382449316e-52,111,19,4.9295336519315365e-05,1.643177883977179e-05
8098,1988,Thanh Francis,Android,1.5134262325838199e-05,1988,free,1.079051374401531e-10,1988,10,3.5042933463407646e-05,1.672576789812776e-05
